,id,full_name,day,airline,destination,dest_region,dest_size,boarding_area,dept_time,wait_min,cleanliness,safety,satisfaction
2395,266,Miss Fiona Velez,Friday,AIR CANADA,TORONTO,Canada/Mexico,    Hub,Gates 91-102,2018-12-31,175.0,Average,Neutral,Neutral
2396,1039,Rinah Stephenson,Friday,AIR CANADA,CALGARY,Canada/Mexico,Medium     ,Gates 91-102,2018-12-31,245.0,Somewhat clean,Neutral,Neutral
2397,2565,Ms. Olivia Keith,Saturday,INTERJET,GUADALAJARA,Canada/Mexico,Medium,Gates 1-12,2018-12-31,165.0,Clean,Very safe,Very satisfied
2398,1692,Vielka Rosario,Sunday,ALASKA,SANTA ANA,West US,Medium,Gates 50-59,2018-12-31,307.0,Somewhat dirty,Neutral,Neutral
2399,1909,Lani Sawyer,Tuesday,UNITED,BOSTON,East US,Large,Gates 70-90,2018-12-31,145.0,Clean,Somewhat safe,Very satisfied
2400,3085,Clayton Sparks,Tuesday,UNITED,SPOKANE,West US,Small,Gates 70-90,2018-12-31,82.0,Somewhat clean,Somewhat safe,Somewhat satisfied
2401,2643,Oprah Ingram,Tuesday,JETBLUE,NEW YORK-JFK,East US,Hub,Gates 1-12,2018-12-31,150.0,Somewhat clean,Somewhat safe,Somewhat satisfied
2402,2182,Acton Smith,Wednesday,QANTAS,SYDNEY,Australia/New Zealand,Hub     ,Gates 1-12,2018-12-31,885.0,Clean,Very safe,Somewhat satisfied
2403,793,Demetria Byrd,Sunday,ALASKA,BALTIMORE,East US,Medium,Gates 50-59,2018-12-31,165.0,Somewhat clean,Somewhat safe,Neutral
2404,2188,Patience Galloway,Wednesday,QANTAS,SYDNEY,Australia/New Zealand,Hub,Gates 1-12,2018-12-31,150.0,Clean,Very safe,Very satisfied
2405,493,Hoyt Alvarez,Sunday,UNITED,DENVER,West US,Hub,Gates 70-90,2018-12-31,296.0,Somewhat clean,Neutral,Very satisfied
2406,2515,Dara Pennington,Friday,ALASKA,SALT LAKE CITY,West US,Medium,Gates 1-12,2018-12-31,240.0,Average,Somewhat unsafe,Neutral
2408,2079,Ebony Davidson,Friday,JETBLUE,LONG BEACH,West US,Small,Gates 1-12,2018-12-31,89.00000000000021,Somewhat clean,Somewhat safe,Neutral
2409,2833,Brent Rosario,Tuesday,UNITED,BURBANK,West US,Small,Gates 70-90,2018-12-31,93.0,Clean,Somewhat safe,Somewhat satisfied
2411,2722,Melyssa Mayer,Friday,UNITED,CHICAGO-O'HARE,Midwest US,Hub,Gates 60-69,2018-12-31,195.0,Average,Somewhat safe,Somewhat satisfied
2412,2097,Regan Kelly,Monday,UNITED INTL,MEXICO CITY,Canada/Mexico,Hub     ,Gates 91-102,2018-12-31,145.0,Somewhat clean,Somewhat safe,Somewhat satisfied
2413,2101,Leah Barlow,Tuesday,AMERICAN,PHOENIX,West US,Hub     ,Gates 50-59,2018-12-31,91.0000000000001,Clean,Very safe,Very satisfied
2414,2774,Nathan Santos,Sunday,WOW,REYKJAVIK,Europe,Small,Gates 1-12,2018-12-31,160.0,Somewhat clean,Neutral,Somewhat satisfied
2415,2546,Uta Mckee,Saturday,JETBLUE,BOSTON,East US,Large,Gates 1-12,2018-12-31,135.0,Somewhat clean,Somewhat safe,Somewhat satisfied
2416,1733,Lawrence Gallegos,Monday,AIR CANADA,TORONTO,Canada/Mexico,Hub,Gates 91-102,2018-12-31,150.0,Somewhat clean,Very safe,Somewhat satisfied
2417,766,Matthew Edwards,Sunday,ALASKA,NEW YORK-JFK,East US,Hub,Gates 50-59,2018-12-31,105.0,Somewhat clean,Neutral,Neutral
2418,243,Xander Wilson,Thursday,UNITED,NASHVILLE,Midwest US,Medium     ,Gates 70-90,2018-12-31,80.0000000000002,Somewhat clean,Very safe,Very satisfied
2420,2369,Kelly Pittman,Tuesday,JETBLUE,FT. LAUDERDALE,East US,Large,Gates 1-12,2018-12-31,136.0,Clean,Very safe,Somewhat satisfied
2421,709,Brynne Pugh,Wednesday,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,2018-12-31,185.0,Average,Very safe,Neutral
2422,1999,Shea Collins,Tuesday,UNITED,BALTIMORE,East US,Medium,Gates 60-69,2018-12-31,215.0,Clean,Very safe,Somewhat satisfied
2423,2360,Hu Carver,Wednesday,UNITED,AUSTIN,Midwest US,Medium,Gates 70-90,2018-12-31,105.0,Average,Somewhat safe,Somewhat satisfied
2424,1868,Stacey Coleman,Sunday,ALASKA,KAHULUI,West US,Small,Gates 50-59,2018-12-31,205.0,Somewhat clean,Very safe,Somewhat satisfied
2425,2547,Kaye Mcgowan,Saturday,JETBLUE,LONG BEACH,West US,Small,Gates 1-12,2018-12-31,72.9999999999999,Clean,Somewhat safe,Very satisfied
2426,3051,Vivien Cobb,Sunday,PHILIPPINE AIRLINES,MANILA,Asia,Medium,Gates 1-12,2018-01-01,395.0,Average,Somewhat safe,Somewhat satisfied
2427,2351,Vaughan Harrison,Wednesday,UNITED,AUSTIN,Midwest US,Medium,Gates 70-90,2018-12-31,115.0,Clean,Very safe,Very satisfied
2429,330,Porter Hudson,Friday,ALASKA,SAN DIEGO,West US,    Medium,Gates 50-59,2018-12-31,156.0,Somewhat clean,Somewhat safe,Somewhat satisfied
2431,2828,Carl Conway,Tuesday,UNITED,BURBANK,West US,Small,Gates 70-90,2018-12-31,123.0,Clean,Very safe,Somewhat satisfied
2432,2421,Lyle Bradshaw,Tuesday,UNITED,HONOLULU,West US,    Medium,Gates 70-90,2018-12-31,300.0,Clean,Very safe,Very satisfied
2433,2404,Hashim Walter,Wednesday,AIR FRANCE/KLM,PARIS-DE GAULLE,eur,    Hub,Gates 1-12,2018-12-31,250.0,Somewhat clean,Very safe,Somewhat satisfied
2434,968,Branden Larson,Friday,LUFTHANSA,MUNICH,Europe,Hub,Gates 91-102,2018-12-31,175.0,Somewhat clean,Somewhat safe,Somewhat satisfied
2435,1823,Idola Ball,Sunday,ALASKA,RALEIGH-DURHAM,East US,Medium,Gates 50-59,2018-12-31,85.0,Somewhat clean,Neutral,Somewhat satisfied
2436,2155,Camilla White,Thursday,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,2018-12-31,125.0,Somewhat clean,Somewhat safe,Somewhat satisfied
2437,1165,Rafael Lowery,Thursday,DELTA,NEW YORK-JFK,East US,Hub,Gates 40-48,2018-12-31,105.0,Somewhat clean,Very safe,Somewhat satisfied
2438,989,Victor Leon,Friday,LUFTHANSA,MUNICH,Europe,Hub,Gates 91-102,2018-12-31,145.0,Clean,Very safe,Somewhat satisfied
2439,1606,Yasir Lynch,Thursday,VIRGIN ATLANTIC,LONDON HEATHROW,Europe,Hub,Gates 1-12,2018-12-31,170.0,Clean,Somewhat safe,Somewhat satisfied
2440,2179,Dr. Emerson Woodard,Wednesday,QANTAS,SYDNEY,Australia/New Zealand,Hub     ,Gates 1-12,2018-12-31,270.0,Somewhat clean,Somewhat safe,Somewhat satisfied
2441,6,Dr. Astra Mcneil,Tuesday,SOUTHWEST,LOS ANGELES,West US,    Hub,Gates 20-39,2018-12-31,140.0,Clean,Very safe,Very satisfied
2442,2811,Dr. Shafira Marks,Thursday,DELTA,LOS ANGELES,West US,    Hub,Gates 40-48,2018-12-31,85.0,Somewhat clean,Neutral,Neutral
2443,1709,Mr. Dominic Smith,Sunday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,2018-12-31,300.0,Clean,Very safe,Somewhat satisfied
2445,1464,Talon Holder,Tuesday,ALASKA,NEW YORK-JFK,East US,Hub,Gates 50-59,2018-12-31,120.0,Clean,Somewhat safe,Very satisfied
2446,1852,Ivor Wise,Wednesday,SOUTHWEST,SAN DIEGO,West US,Medium,Gates 20-39,2018-12-31,110.0,Clean,Very safe,Very satisfied
2448,2370,Carolyn Clay,Wednesday,UNITED,AUSTIN,Midwest US,Medium,Gates 70-90,2018-12-31,210.0,Somewhat clean,Very safe,Somewhat satisfied
2449,2116,Jerome Ruiz,Monday,UNITED INTL,MEXICO CITY,Canada/Mexico,Hub,Gates 91-102,2018-12-31,220.0,Average,Somewhat safe,Somewhat satisfied
2450,1848,Todd Chase,Monday,TURKISH AIRLINES,ISTANBUL,middle east,Hub     ,Gates 91-102,2018-12-31,135.0,Somewhat clean,Neutral,Somewhat satisfied
2451,103,Gray Noel,Tuesday,UNITED,WASHINGTON DC-DULLES,EAST US,    Medium,Gates 70-90,2018-12-31,130.0,Somewhat clean,Very safe,Somewhat satisfied
2452,2983,Ann Sanchez,Wednesday,AMERICAN,CHARLOTTE,East US,Hub,Gates 50-59,2018-12-31,105.0,Somewhat clean,Very safe,Somewhat satisfied
2453,3140,Mr. Alec Heath,Thursday,DELTA,SALT LAKE CITY,West US,Medium,Gates 40-48,2018-12-31,105.0,Somewhat clean,Somewhat safe,Somewhat satisfied
2454,2355,Heidi Terry,Wednesday,UNITED,AUSTIN,Midwest US,Medium,Gates 70-90,2018-12-31,180.0,Somewhat clean,Somewhat safe,Somewhat satisfied
2455,2803,Alana Velasquez,Tuesday,SOUTHWEST,PHOENIX,West US,    Hub,Gates 20-39,2018-12-31,90.0,Clean,Very safe,Somewhat satisfied
2457,2305,Mr. Jared York,Wednesday,QANTAS,SYDNEY,Australia/New Zealand,    Hub,Gates 1-12,2018-12-31,195.0,Somewhat clean,Very safe,Neutral
2458,1156,Abbot Lester,Tuesday,SOUTHWEST,SAN DIEGO,West US,Medium,Gates 20-39,2018-12-31,59.99999999999989,Somewhat clean,Somewhat safe,Neutral
2459,1447,Dr. Fulton Turner,Wednesday,FRONTIER,DENVER,West US,    Hub,Gates 20-39,2018-01-01,209.0,Clean,Somewhat safe,Neutral
2460,553,Dr. Maggie Cortez,Thursday,ALASKA,SEATTLE,West US,Hub,Gates 50-59,2018-12-31,75.0,Somewhat clean,Somewhat safe,Somewhat satisfied
2461,2927,Ramona Wade,Friday,TURKISH AIRLINES,ISTANBUL,Middle East,Hub,Gates 91-102,2018-12-31,195.0,Somewhat clean,Very safe,Somewhat satisfied
2462,3003,Dr. Lynn Thomas,Wednesday,AMERICAN,MIAMI,East US,Hub,Gates 50-59,2018-12-31,328.0,Clean,Somewhat safe,Very satisfied
2463,1128,Aquila Graham,Thursday,DELTA,MINNEAPOLIS-ST. PAUL,Midwest US,Hub,Gates 40-48,2018-12-31,165.0,Clean,Somewhat safe,Somewhat satisfied
2464,3209,Gareth Marks,Tuesday,UNITED,SANTA BARBARA,West US,Small     ,Gates 70-90,2018-12-31,35.0,Average,Somewhat safe,Very unsatisfied
2466,586,Dolan Wolf,Thursday,JETBLUE,BOSTON,East US,Large,Gates 1-12,2018-12-31,147.0,Somewhat clean,Very safe,Somewhat satisfied
2467,1763,Julie Coffey,Monday,LUFTHANSA,MUNICH,Europe,Hub,Gates 91-102,2018-12-31,205.0,Clean,Very safe,Somewhat satisfied
2468,275,Emerson Hatfield,Thursday,UNITED,LOS ANGELES,West US,Hub,Gates 70-90,2018-12-31,82.0,Average,Somewhat safe,Neutral
2469,2587,Claire Rios,Tuesday,JETBLUE,BOSTON,East US,Large,Gates 1-12,2018-12-31,127.0,Somewhat clean,Somewhat safe,Neutral
2470,326,Christian Doyle,Thursday,UNITED,BURBANK,West US,Small     ,Gates 70-90,2018-12-31,100.0,Somewhat clean,Very safe,Somewhat satisfied
2471,305,Haley Oliver,Wednesday,SOUTHWEST,LOS ANGELES,West US,Hub,Gates 20-39,2018-12-31,115.0,Somewhat clean,Somewhat safe,Somewhat satisfied
2472,2373,Rigel Day,Tuesday,JETBLUE,FT. LAUDERDALE,East US,Large,Gates 1-12,2018-12-31,121.0,Clean,Somewhat safe,Somewhat satisfied
2473,1015,Clare Gould,Friday,AIR CANADA,VANCOUVER,Canada/Mexico,Medium,Gates 91-102,2018-12-31,122.0,Average,Somewhat safe,Neutral
2474,904,Ms. Keiko Mcfarland,Friday,AIR CANADA,TORONTO,Canada/Mexico,    Hub,Gates 91-102,2018-12-31,120.0,Average,Neutral,Neutral
2475,2303,Duncan Chandler,Tuesday,UNITED,SAN ANTONIO,Midwest US,Medium,Gates 70-90,2018-12-31,120.0,Clean,Neutral,Somewhat satisfied
2476,599,Penelope Stark,Thursday,JETBLUE,BOSTON,East US,Large,Gates 1-12,2018-12-31,162.0,Average,Very safe,Neutral
2477,1363,Kasper Shields,Tuesday,UNITED INTL,PARIS-DE GAULLE,eur,Hub     ,Gates 91-102,2018-12-31,195.0,Somewhat clean,Very safe,Somewhat satisfied
2478,1715,Dr. Rose Fleming,Sunday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,2018-12-31,105.0,Clean,Somewhat safe,Somewhat satisfied
2479,1565,Miss Petra Mitchell,Wednesday,UNITED INTL,HONG KONG,Asia,Hub,Gates 91-102,2018-12-31,89.9999999999999,Average,Somewhat safe,Somewhat satisfied
2480,2441,Ms. Regan Lynch,Tuesday,UNITED,HONOLULU,West US,Medium,Gates 70-90,2018-12-31,180.0,Somewhat clean,Somewhat safe,Somewhat satisfied
2481,428,Keane Bennett,Sunday,UNITED,INDIANAPOLIS,Midwest US,Medium,Gates 60-69,2018-12-31,353.0,Somewhat clean,Somewhat safe,Somewhat satisfied
2482,1842,Nash Head,Monday,TURKISH AIRLINES,ISTANBUL,middle east,Hub     ,Gates 91-102,2018-12-31,255.0,Average,Neutral,Somewhat satisfied
2483,877,Ainsley Riley,Tuesday,ALASKA,SEATTLE,West US,Hub,Gates 50-59,2018-12-31,85.0,Somewhat clean,Very safe,Very satisfied
2484,1589,Kirestin Newton,Thursday,SOUTHWEST,LOS ANGELES,West US,    Hub,Gates 20-39,2018-12-31,110.0,Clean,Somewhat safe,Very satisfied
2485,850,Jakeem Hall,Tuesday,AMERICAN,DALLAS-FT. WORTH,Midwest US,Hub,Gates 50-59,2018-12-31,145.0,Somewhat clean,Somewhat safe,Somewhat satisfied
2486,3241,Reece Mitchell,Wednesday,AMERICAN,PHOENIX,West US,Hub,Gates 50-59,2018-12-31,94.99999999999979,Clean,Very safe,Somewhat satisfied
2487,1819,Wanda Walls,Sunday,ALASKA,RALEIGH-DURHAM,East US,Medium,Gates 50-59,2018-12-31,190.0,Somewhat clean,Very safe,Somewhat satisfied
2489,2915,Barry Mccray,Thursday,DELTA,SEATTLE,West US,Hub,Gates 40-48,2018-12-31,145.0,Somewhat clean,Very safe,Neutral
2490,1095,Dr. Zahir Hardin,Tuesday,SOUTHWEST,SAN DIEGO,West US,    Medium,Gates 20-39,2018-12-31,255.0,Somewhat clean,Very safe,Somewhat satisfied
2491,1993,Graiden Cox,Tuesday,UNITED,BALTIMORE,East US,Medium,Gates 60-69,2018-12-31,95.0000000000001,Clean,Very safe,Somewhat satisfied
2492,1267,Miss Lara Green,Thursday,UNITED INTL,TOKYO-NARITA,Asia,Hub,Gates 91-102,2018-12-31,30.0000000000001,Average,Neutral,Somewhat satisfied
2493,2233,Felix Bell,Wednesday,AER LINGUS,DUBLIN,Europe,Large,Gates 91-102,2018-12-31,200.0,Somewhat clean,Somewhat safe,Somewhat satisfied
2494,1309,Mr. Addison Day,Thursday,JETBLUE,NEW YORK-JFK,East US,Hub,Gates 1-12,2018-12-31,96.0,Average,Somewhat safe,Somewhat satisfied
2495,517,Tallulah Guzman,Sunday,UNITED,FT. LAUDERDALE,EAST US,Large     ,Gates 60-69,2018-12-31,105.0,Clean,Very safe,Very satisfied
2496,615,Jocelyn Guzman,Tuesday,ALASKA,WASHINGTON DC-DULLES,EAST US,    Medium,Gates 50-59,2018-12-31,245.0,Clean,Very safe,Very satisfied
2497,2350,Ivory Miller,Tuesday,DELTA,MINNEAPOLIS-ST. PAUL,Midwest US,Hub,Gates 40-48,2018-12-31,95.0000000000001,Somewhat clean,Very safe,Very satisfied
2498,3027,Mr. Eaton Vazquez,Thursday,ALASKA,SEATTLE,West US,Hub,Gates 50-59,2018-12-31,64.9999999999999,Average,Somewhat safe,Somewhat satisfied
2501,2174,Silas Clemons,Wednesday,FRONTIER,DENVER,West US,Hub,Gates 20-39,2018-12-31,133.0,Somewhat clean,Very safe,Very satisfied
2502,1089,Quinn Barry,Thursday,DELTA,MINNEAPOLIS-ST. PAUL,Midwest US,Hub,Gates 40-48,2018-12-31,105.0,Somewhat clean,Somewhat safe,Somewhat satisfied
2503,1539,Orson Pratt,Wednesday,AIR CHINA,BEIJING,Asia,    Hub,Gates 91-102,2018-12-31,110.0,Clean,Very safe,Very satisfied
2504,528,Constance Morse,Thursday,ALASKA,PUERTO VALLARTA,Canada/Mexico,Small,Gates 50-59,2018-12-31,90.0,Somewhat clean,Somewhat safe,Somewhat satisfied
2505,474,Ms. Vanna Rivera,Sunday,UNITED,DENVER,West US,Hub,Gates 70-90,2018-12-31,861.0,Somewhat clean,Somewhat safe,Somewhat satisfied
2506,1204,Miss Venus Lowe,Tuesday,SOUTHWEST,LAS VEGAS,West US,Hub,Gates 20-39,2018-12-31,75.0000000000001,Somewhat clean,Very safe,Somewhat satisfied
2507,892,Amethyst Nieves,Tuesday,ALASKA,RALEIGH-DURHAM,East US,Medium,Gates 50-59,2018-12-31,205.0,Somewhat clean,Very safe,Somewhat satisfied
2508,2601,Miss Vivian Foreman,Tuesday,JETBLUE,BOSTON,East US,Large,Gates 1-12,2018-12-31,97.0,Clean,Very safe,Neutral
2509,1846,Miss Wendy Griffin,Monday,TURKISH AIRLINES,ISTANBUL,middle east,Hub     ,Gates 91-102,2018-12-31,145.0,Clean,Somewhat safe,Somewhat satisfied
2510,628,Melodie Stuart,Tuesday,ALASKA,WASHINGTON DC-DULLES,East US,Medium,Gates 50-59,2018-12-31,125.0,Clean,Very safe,Very satisfied
2511,2156,Dominic Shannon,Wednesday,FRONTIER,DENVER,West US,    Hub,Gates 20-39,2018-12-31,128.0,Somewhat clean,Somewhat safe,Neutral
2512,2175,Quintessa Tillman,Wednesday,FRONTIER,DENVER,West US,Hub,Gates 20-39,2018-12-31,93.0000000000001,Clean,Somewhat safe,Somewhat satisfied
2513,1867,Dr. Christine Nicholson,Tuesday,UNITED,LOS ANGELES,West US,Hub,Gates 60-69,2018-12-31,150.0,Somewhat clean,Somewhat safe,Somewhat satisfied
2514,457,Regina Clements,Sunday,ALASKA,LAS VEGAS,West US,Hub,Gates 50-59,2018-12-31,150.0,Clean,Very safe,Very satisfied
2517,1063,Colleen Harding,Friday,AIR CANADA,CALGARY,Canada/Mexico,    Medium,Gates 91-102,2018-12-31,355.0,Average,Neutral,Neutral
2518,1183,Kaitlin Cochran,Tuesday,SOUTHWEST,LAS VEGAS,West US,    Hub,Gates 20-39,2018-12-31,85.0,Average,Very safe,Neutral
2519,1943,Molly Norton,Saturday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,2018-12-31,185.0,Somewhat clean,Very safe,Neutral
2520,1619,Richard Lott,Thursday,VIRGIN ATLANTIC,LONDON HEATHROW,Europe,Hub,Gates 1-12,2018-12-31,125.0,Somewhat clean,Somewhat safe,Neutral
2521,2923,Matthew Nguyen,Thursday,DELTA,SEATTLE,West US,Hub,Gates 40-48,2018-12-31,45.0,Average,Neutral,Somewhat satisfied
2522,1327,Dr. Laith Decker,Tuesday,UNITED INTL,SHANGHAI,Asia,    Hub,Gates 91-102,2018-12-31,200.0,Clean,Very safe,Somewhat satisfied
2523,3031,Holly Austin,Tuesday,AMERICAN,DALLAS-FT. WORTH,Midwest US,Hub,Gates 50-59,2018-12-31,110.0,Clean,Very safe,Somewhat satisfied
2525,796,Jaden Gray,Wednesday,AMERICAN,LOS ANGELES,West US,Hub,Gates 50-59,2018-12-31,130.0,Clean,Very safe,Somewhat satisfied
2526,255,Germaine Hurley,Friday,AIR CANADA,TORONTO,Canada/Mexico,Hub,Gates 91-102,2018-12-31,235.0,Clean,Very safe,Very satisfied
2527,1871,Kyle Gay,Sunday,ALASKA,KAHULUI,West US,Small,Gates 50-59,2018-12-31,65.0000000000003,Somewhat clean,Very safe,Neutral
2528,2591,Zachery Diaz,Tuesday,JETBLUE,BOSTON,East US,Large,Gates 1-12,2018-12-31,117.0,Clean,Somewhat safe,Somewhat satisfied
2529,3137,Carolyn Hartman,Sunday,ALASKA,NEWARK,East US,Hub,Gates 50-59,2018-12-31,90.0,Somewhat clean,Somewhat safe,Somewhat satisfied
2530,2076,Miss Alana Grant,Friday,JETBLUE,LONG BEACH,West US,Small,Gates 1-12,2018-12-31,59.00000000000011,Somewhat clean,Somewhat safe,Somewhat satisfied
2531,489,Idola Acosta,Sunday,ALASKA,PORTLAND,West US,Medium,Gates 50-59,2018-12-31,208.0,Somewhat clean,Very safe,Very satisfied
2532,2419,Dara English,Wednesday,AIR NEW ZEALAND,AUCKLAND,Australia/New Zealand,Medium,Gates 91-102,2018-12-31,155.0,Clean,Very safe,Somewhat satisfied
2533,2910,Miss Aurora Flores,Friday,TURKISH AIRLINES,ISTANBUL,Middle East,Hub,Gates 91-102,2018-12-31,141.0,Somewhat clean,Somewhat safe,Somewhat satisfied
2535,2513,Henry Sloan,Saturday,UNITED,NEWARK,East US,Hub,Gates 70-90,2018-12-31,150.0,Clean,Very safe,Very satisfied
2536,2002,Jared Chase,Friday,AIR FRANCE/KLM,PARIS-DE GAULLE,eur,Hub     ,Gates 1-12,2018-12-31,185.0,Somewhat clean,Very safe,Very satisfied
2537,3274,Xavier Castro,Tuesday,UNITED,LAS VEGAS,West US,Hub,Gates 70-90,2018-12-31,130.0,Somewhat clean,Somewhat safe,Very satisfied
2538,1224,Holmes Fowler,Tuesday,SOUTHWEST,LAS VEGAS,West US,Hub,Gates 20-39,2018-12-31,55.00000000000011,Average,Somewhat safe,Neutral
2539,924,Lucy Noel,Friday,AIR CANADA,TORONTO,Canada/Mexico,    Hub,Gates 91-102,2018-12-31,180.0,Clean,Very safe,Neutral
2541,3197,Kerry Tucker,Sunday,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,2018-01-01,180.0,Clean,Very safe,Somewhat satisfied
2543,1781,Garrison Barrett,Saturday,UNITED,RALEIGH-DURHAM,East US,Medium,Gates 70-90,2018-12-31,150.0,Clean,Very safe,Very satisfied
2544,3077,Stephanie Cannon,Tuesday,UNITED,SPOKANE,West US,Small,Gates 70-90,2018-12-31,217.0,Somewhat clean,Very safe,Very satisfied
2545,606,Dr. Charlotte Savage,Thursday,JETBLUE,BOSTON,East US,Large,Gates 1-12,2018-12-31,132.0,Clean,Somewhat safe,Neutral
2546,1412,Lane Clements,Saturday,UNITED,KANSAS CITY,Midwest US,Medium,Gates 70-90,2018-12-31,270.0,Average,Somewhat safe,Neutral
2547,2699,Aimee Whitfield,Tuesday,SOUTHWEST,DENVER,West US,    Hub,Gates 20-39,2018-12-31,170.0,Average,Neutral,Somewhat satisfied
2548,2792,Martena Neal,Thursday,DELTA,SALT LAKE CITY,West US,Medium,Gates 40-48,2018-12-31,125.0,Somewhat clean,Very safe,Somewhat satisfied
2549,296,Xandra Hartman,Thursday,UNITED,SAN DIEGO,West US,    Medium,Gates 70-90,2018-12-31,62.00000000000011,Clean,Very safe,Very satisfied
2550,2819,Meredith Gutierrez,Thursday,DELTA,LOS ANGELES,West US,Hub,Gates 40-48,2018-12-31,160.0,Somewhat clean,Somewhat safe,Somewhat satisfied
2551,1869,Mr. Kermit Deleon,Sunday,ALASKA,KAHULUI,West US,Small,Gates 50-59,2018-12-31,205.0,Somewhat clean,Very safe,Somewhat satisfied
2552,1778,Derek Terrell,Saturday,UNITED,RALEIGH-DURHAM,East US,Medium,Gates 70-90,2018-12-31,180.0,Somewhat clean,Somewhat safe,Somewhat satisfied
2553,1545,Shaeleigh Mccarthy,Thursday,DELTA,NEW YORK-JFK,EAST US,    Hub,Gates 40-48,2018-12-31,405.0,Average,Neutral,Neutral
2554,2746,Burke Leon,Thursday,DELTA,ATLANTA,EAST US,    Hub,Gates 40-48,2018-12-31,30.0000000000001,Clean,Very safe,Very satisfied
2555,669,Mr. Clinton Holmes,Thursday,UNITED,NEWARK,East US,Hub,Gates 70-90,2018-12-31,105.0,Average,Somewhat safe,Somewhat satisfied
2557,984,Whoopi Tillman,Friday,LUFTHANSA,MUNICH,Europe,Hub,Gates 91-102,2018-12-31,175.0,Clean,Very safe,Somewhat satisfied
2558,1111,Hamilton Gardner,Thursday,DELTA,MINNEAPOLIS-ST. PAUL,Midwest US,Hub,Gates 40-48,2018-12-31,165.0,Clean,Somewhat safe,Somewhat satisfied
2559,2253,Graiden Bridges,Wednesday,WOW,REYKJAVIK,eur,    Small,Gates 91-102,2018-12-31,175.0,Somewhat clean,Somewhat safe,Neutral
2560,3285,Sheila Robinson,Wednesday,SOUTHWEST,DENVER,West US,Hub,Gates 20-39,2018-12-31,65.0,Clean,Neutral,Very satisfied
2561,2559,Cameron Barlow,Saturday,JETBLUE,BOSTON,East US,Large,Gates 1-12,2018-12-31,135.0,Clean,Very safe,Very satisfied
2563,1332,Kasimir Irwin,Tuesday,UNITED INTL,SHANGHAI,Asia,Hub,Gates 91-102,2018-12-31,125.0,Somewhat clean,Very safe,Neutral
2564,525,Ms. Lilah Chen,Thursday,ALASKA,PUERTO VALLARTA,Canada/Mexico,Small,Gates 50-59,2018-12-31,180.0,Average,Somewhat safe,Somewhat satisfied
2565,2365,Judith Price,Tuesday,JETBLUE,FT. LAUDERDALE,East US,Large,Gates 1-12,2018-12-31,121.0,Somewhat clean,Somewhat safe,Somewhat satisfied
2566,867,Dane Barker,Tuesday,AMERICAN,DALLAS-FT. WORTH,Midwest US,Hub,Gates 50-59,2018-12-31,145.0,Somewhat clean,Neutral,Somewhat satisfied
2567,392,Micah Bullock,Friday,ALASKA,LOS ANGELES,West US,Hub,Gates 50-59,2018-12-31,59.99999999999989,Clean,Very safe,Somewhat satisfied
2568,2401,Leonard Stevens,Wednesday,UNITED INTL,SYDNEY,Australia/New Zealand,Hub,Gates 91-102,2018-12-31,175.0,Average,Neutral,Somewhat satisfied
2569,1122,Ms. Beverly Hampton,Tuesday,SOUTHWEST,SAN DIEGO,West US,Medium,Gates 20-39,2018-12-31,120.0,Somewhat clean,Somewhat safe,Somewhat satisfied
2571,2176,Devin Morrison,Wednesday,FRONTIER,DENVER,West US,Hub,Gates 20-39,2018-12-31,153.0,Average,Very safe,Neutral
2572,2522,Mr. Jordan Cooke,Friday,ALASKA,SALT LAKE CITY,West US,Medium,Gates 1-12,2018-12-31,390.0,Clean,Somewhat safe,Somewhat satisfied
2573,2594,Miss Ann Hale,Saturday,INTERJET,GUADALAJARA,Canada/Mexico,Medium,Gates 1-12,2018-12-31,135.0,Somewhat clean,Somewhat safe,Somewhat satisfied
2574,2140,Graiden Riddle,Wednesday,AIR CANADA,VANCOUVER,Canada/Mexico,Medium,Gates 91-102,2018-12-31,245.0,Somewhat clean,Somewhat safe,Somewhat satisfied
2575,2087,Julian Stanley,Friday,JETBLUE,LONG BEACH,West US,Small,Gates 1-12,2018-12-31,169.0,Clean,Very safe,Very satisfied
2576,1207,Christine Carter,Tuesday,SOUTHWEST,LAS VEGAS,West US,Hub,Gates 20-39,2018-12-31,175.0,Somewhat clean,Somewhat safe,Neutral
2577,581,Hasad Valentine,Thursday,JETBLUE,BOSTON,East US,Large,Gates 1-12,2018-12-31,102.0,Clean,Very safe,Somewhat satisfied
2578,2855,Bevis Mcdowell,Tuesday,UNITED,SEATTLE,West US,Hub,Gates 70-90,2018-12-31,67.0000000000001,Somewhat clean,Very safe,Somewhat satisfied
2579,2450,Alec Davis,Friday,UNITED,CHICAGO-O'HARE,Midwest US,Hub     ,Gates 60-69,2018-12-31,169.0,Average,Very safe,Neutral
2580,2900,Dr. Daniel Hood,Sunday,WOW,REYKJAVIK,eur,    Small,Gates 1-12,2018-12-31,145.0,Somewhat clean,Somewhat safe,Neutral
